,시도,시군구,행정구역명,행정동(행정기관명),법정동,행정구역코드,행정기관코드,행정기관5자리,행정기관 생성일,법정동코드,법정동 관할지역,행정동 영문명칭,비고
19758,경상남도,사천시,사천남양출장소,사천남양출장소,사천시,,4824500000,48245,19950510,4824500000,,-,99년 폐지(행안부 확인 필요)
19864,경상남도,김해시,장유3동,장유3동,율하동,3807063.0,4825063000,48250,20130701,4825013100,,Jangyu 3(sam)-dong,
19865,경상남도,김해시,장유3동,장유3동,장유동,3807063.0,4825063000,48250,20130701,4825013200,,Jangyu 3(sam)-dong,
19866,경상남도,김해시,장유3동,장유3동,응달동,3807063.0,4825063000,48250,20130701,4825013300,,Jangyu 3(sam)-dong,
19867,경상남도,김해시,장유3동,장유3동,수가동,3807063.0,4825063000,48250,20130701,4825013400,,Jangyu 3(sam)-dong,
19868,경상남도,김해시,장유출장소,장유출장소,김해시,,4825200000,48252,20050325,4825200000,,-,
20005,경상남도,밀양시,내이동,내이동,삼문동,3808052.0,4827052000,48270,19890101,4827010400,분할연계,Naei-dong,
20006,경상남도,밀양시,삼문동,삼문동,삼문동,3808054.0,4827053000,48270,19890101,4827010400,분할연계,Sammun-dong,
20007,경상남도,밀양시,가곡동,가곡동,남포동,3808055.0,4827054000,48270,19890101,4827010500,,Gagok-dong,
20008,경상남도,밀양시,가곡동,가곡동,가곡동,3808055.0,4827054000,48270,19890101,4827010800,,Gagok-dong,
20009,경상남도,밀양시,교동,교동,교동,3808053.0,4827055000,48270,19890101,4827010300,,Gyo-dong,
20109,경상남도,거제시,상문동,상문동,상동동,3809059.0,4831059000,48310,20080701,4831011000,,Sangmun-dong,
20110,경상남도,거제시,상문동,상문동,문동동,3809059.0,4831059000,48310,20080701,4831011100,,Sangmun-dong,
20111,경상남도,거제시,상문동,상문동,삼거동,3809059.0,4831059000,48310,20080701,4831011200,,Sangmun-dong,
20112,경상남도,거제시,수양동,수양동,양정동,3809060.0,4831060000,48310,20080701,4831011300,,Suyang-dong,
20113,경상남도,거제시,수양동,수양동,수월동,3809060.0,4831060000,48310,20080701,4831011400,,Suyang-dong,
20176,경상남도,양산시,소주동,소주동,주진동,3810055.0,4833055000,48330,20070401,4833011800,,Soju-dong,
20177,경상남도,양산시,평산동,평산동,평산동,3810056.0,4833056000,48330,20070401,4833011900,,Pyeongsan-dong,
20178,경상남도,양산시,덕계동,덕계동,덕계동,3810057.0,4833057000,48330,20070401,4833012000,,Deokgye-dong,
20179,경상남도,양산시,덕계동,덕계동,매곡동,3810057.0,4833057000,48330,20070401,4833012100,,Deokgye-dong,
20180,경상남도,양산시,양산시웅상출장소,양산시웅상출장소,양산시,,4833200000,48332,20070401,4833200000,,-,
20306,경상남도,의령군,유곡면,유곡면,칠곡리,3831042.0,4872042000,48720,19880423,4872042027,,Yugok-myeon,
20307,경상남도,의령군,유곡면,유곡면,마장리,3831042.0,4872042000,48720,19880423,4872042028,,Yugok-myeon,
20308,경상남도,의령군,유곡면,유곡면,당동리,3831042.0,4872042000,48720,19880423,4872042029,,Yugok-myeon,
20309,경상남도,의령군,유곡면,유곡면,덕천리,3831042.0,4872042000,48720,19880423,4872042030,,Yugok-myeon,
20310,경상남도,의령군,유곡면,유곡면,세간리,3831042.0,4872042000,48720,19880423,4872042031,,Yugok-myeon,
20405,경상남도,함안군,여항면,여항면,여항면,3832039.0,4873039000,48730,19880423,4873039000,,Yeohang-myeon,
20406,경상남도,함안군,여항면,여항면,외암리,3832039.0,4873039000,48730,19880423,4873039021,,Yeohang-myeon,
20407,경상남도,함안군,여항면,여항면,내곡리,3832039.0,4873039000,48730,19880423,4873039022,,Yeohang-myeon,
20408,경상남도,함안군,여항면,여항면,주서리,3832039.0,4873039000,48730,19880423,4873039023,,Yeohang-myeon,
20409,경상남도,함안군,여항면,여항면,주동리,3832039.0,4873039000,48730,19880423,4873039024,,Yeohang-myeon,
20559,경상남도,창녕군,부곡면,부곡면,노리,3833042.0,4874042000,48740,19880423,4874042026,,Bugok-myeon,
20560,경상남도,창녕군,부곡면,부곡면,학포리,3833042.0,4874042000,48740,19880423,4874042027,,Bugok-myeon,
20561,경상남도,창녕군,부곡면,부곡면,구산리,3833042.0,4874042000,48740,19880423,4874042028,,Bugok-myeon,
20562,경상남도,창녕군,부곡면,부곡면,비봉리,3833042.0,4874042000,48740,19880423,4874042029,,Bugok-myeon,
20563,경상남도,창녕군,부곡면,부곡면,수다리,3833042.0,4874042000,48740,19880423,4874042030,,Bugok-myeon,
20693,경상남도,고성군,거류면,거류면,가려리,3834043.0,4882043000,48820,19880423,4882043025,,Georyu-myeon,
20694,경상남도,고성군,거류면,거류면,송산리,3834043.0,4882043000,48820,19880423,4882043026,,Georyu-myeon,
20695,경상남도,고성군,거류면,거류면,은월리,3834043.0,4882043000,48820,19880423,4882043027,,Georyu-myeon,
20696,경상남도,고성군,거류면,거류면,용산리,3834043.0,4882043000,48820,19880423,4882043028,,Georyu-myeon,
20697,경상남도,고성군,거류면,거류면,감서리,3834043.0,4882043000,48820,19880423,4882043029,,Georyu-myeon,
20783,경상남도,남해군,창선면,창선면,수산리,3835039.0,4884039000,48840,19880423,4884039032,,Changseon-myeon,
20784,경상남도,남해군,창선면,창선면,부윤리,3835039.0,4884039000,48840,19880423,4884039033,,Changseon-myeon,
20785,경상남도,남해군,창선면,창선면,오용리,3835039.0,4884039000,48840,19880423,4884039034,,Changseon-myeon,
20786,경상남도,남해군,창선면,창선면,가인리,3835039.0,4884039000,48840,19880423,4884039035,,Changseon-myeon,
20787,경상남도,남해군,창선면,창선면,진동리,3835039.0,4884039000,48840,19880423,4884039036,,Changseon-myeon,
20905,경상남도,하동군,금성면,금성면,금성면,3836037.0,4885042000,48850,19890401,4885042000,,Geumseong-myeon,
20906,경상남도,하동군,금성면,금성면,가덕리,3836037.0,4885042000,48850,19890401,4885042021,,Geumseong-myeon,
20907,경상남도,하동군,금성면,금성면,궁항리,3836037.0,4885042000,48850,19890401,4885042022,,Geumseong-myeon,
20908,경상남도,하동군,금성면,금성면,고포리,3836037.0,4885042000,48850,19890401,4885042023,,Geumseong-myeon,
20909,경상남도,하동군,금성면,금성면,갈사리,3836037.0,4885042000,48850,19890401,4885042024,,Geumseong-myeon,
21036,경상남도,산청군,신등면,신등면,사정리,3837040.0,4886040000,48860,19880423,4886040025,,Sindeung-myeon,
21037,경상남도,산청군,신등면,신등면,평지리,3837040.0,4886040000,48860,19880423,4886040026,,Sindeung-myeon,
21038,경상남도,산청군,신등면,신등면,율현리,3837040.0,4886040000,48860,19880423,4886040027,,Sindeung-myeon,
21039,경상남도,산청군,신등면,신등면,모례리,3837040.0,4886040000,48860,19880423,4886040028,,Sindeung-myeon,
21040,경상남도,산청군,신등면,신등면,장천리,3837040.0,4886040000,48860,19880423,4886040029,,Sindeung-myeon,
21151,경상남도,함양군,병곡면,병곡면,송평리,3838040.0,4887040000,48870,19880423,4887040023,,Byeonggok-myeon,
21152,경상남도,함양군,병곡면,병곡면,도천리,3838040.0,4887040000,48870,19880423,4887040024,,Byeonggok-myeon,
21153,경상남도,함양군,병곡면,병곡면,월암리,3838040.0,4887040000,48870,19880423,4887040025,,Byeonggok-myeon,
21154,경상남도,함양군,병곡면,병곡면,광평리,3838040.0,4887040000,48870,19880423,4887040026,,Byeonggok-myeon,
21155,경상남도,함양군,병곡면,병곡면,원산리,3838040.0,4887040000,48870,19880423,4887040027,,Byeonggok-myeon,
21258,경상남도,거창군,가북면,가북면,중촌리,3839041.0,4888041000,48880,19880423,4888041023,,Gabuk-myeon,
21259,경상남도,거창군,가북면,가북면,해평리,3839041.0,4888041000,48880,19880423,4888041024,,Gabuk-myeon,
21260,경상남도,거창군,가북면,가북면,용암리,3839041.0,4888041000,48880,19880423,4888041025,,Gabuk-myeon,
21261,경상남도,거창군,가북면,가북면,몽석리,3839041.0,4888041000,48880,19880423,4888041026,,Gabuk-myeon,
21262,경상남도,거창군,가북면,가북면,박암리,3839041.0,4888041000,48880,19880423,4888041027,,Gabuk-myeon,
21468,경상남도,합천군,용주면,용주면,고품리,3840046.0,4889046000,48890,19880423,4889046032,,Yongju-myeon,
21469,경상남도,합천군,용주면,용주면,봉기리,3840046.0,4889046000,48890,19880423,4889046033,,Yongju-myeon,
21470,경상남도,합천군,용주면,용주면,우곡리,3840046.0,4889046000,48890,19880423,4889046035,,Yongju-myeon,
21471,경상남도,합천군,용주면,용주면,죽죽리,3840046.0,4889046000,48890,19880423,4889046036,,Yongju-myeon,
21472,경상남도,합천군,용주면,용주면,가호리,3840046.0,4889046000,48890,19880423,4889046037,,Yongju-myeon,
21473,제주특별자치도,제주특별자치도,제주특별자치도,제주특별자치도,제주특별자치도,39.0,5000000000,50000,20060701,5000000000,,Jeju,
21602,제주특별자치도,제주시,외도동,외도동,내도동,3901067.0,5011067000,50110,20060701,5011014000,,Oedo-dong,
21603,제주특별자치도,제주시,이호동,이호동,이호일동,3901068.0,5011068000,50110,20060701,5011012500,,Iho-dong,
21604,제주특별자치도,제주시,이호동,이호동,이호이동,3901068.0,5011068000,50110,20060701,5011012600,,Iho-dong,
21605,제주특별자치도,제주시,도두동,도두동,도두일동,3901069.0,5011069000,50110,20060701,5011012700,,Dodu-dong,
21606,제주특별자치도,제주시,도두동,도두동,도두이동,3901069.0,5011069000,50110,20060701,5011012800,,Dodu-dong,
21686,제주특별자치도,서귀포시,중문동,중문동,대포동,3902061.0,5013061000,50130,20060701,5013011400,,Jungmun-dong,
21687,제주특별자치도,서귀포시,중문동,중문동,하원동,3902061.0,5013061000,50130,20060701,5013011800,,Jungmun-dong,
21688,제주특별자치도,서귀포시,예래동,예래동,색달동,3902062.0,5013062000,50130,20060701,5013011900,,Yerae-dong,
21689,제주특별자치도,서귀포시,예래동,예래동,상예동,3902062.0,5013062000,50130,20060701,5013012000,,Yerae-dong,
21690,제주특별자치도,서귀포시,예래동,예래동,하예동,3902062.0,5013062000,50130,20060701,5013012100,,Yerae-dong,
